Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150918,B00EH5UGR6,4,0,0,"on September 18, 2015",ANONYMOUS,I love this camera,"I love this camera.  It is confusing in that it has the body of a full DSLR camera but is more compact in weight and slightly smaller Sony E mount lenses.  The video screen on the back panel is good for indoors but unfortunately gets washed out in bright sunlight.  This model, unlike most of the other cameras in the ILC family, has a viewfinder which works perfectly fine in bright sunlight so that is a big plus against other models in Sony Alpha cameras which most of the others have no viewfinder.  Unfortunately that viewfinder is not optical and is just another LCD screen at fairly low resolution so you cannot see the full quality of the photos you take until you move the photos off camera.  While the quality of the viewfinder is less than perfectly desirable, it serves its purpose and there is no compromise of quality in the final photos that can be taken with this camera which very often can run circles around other cameras out there 3 to 4 times the price of this camera!  The lighter weight and the high quality no compromise of the final photos that can be taken with this camera makes this the perfect choice when you want to have a good camera that is lighter weight such aa for carrying on hiking trips for example or, you are simply going to places where you don't want to risk losing or damaging your more expensive cameras.  Being over two years old, this is not exactly the newest camera in Sony's alpha lines but it still holds its own very well and is unmatched when it comes to the quality of photos this camera can produce.  Almost all cameras in this price range would be mostly simple snapshot fixed lense cameras with much smaller optics that take far inferior photos making this camera an incredible steal for the price"
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150915,B00EH5UGR6,4,0,0,"on September 15, 2015",ANONYMOUS,Four Stars,Decent camera for someone who never used a camera.
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150912,B00EH5UGR6,1,0,4,"on September 12, 2015",ANONYMOUS,One Star,worked as expected
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150911,B00EH5UGR6,4,0,0,"on September 11, 2015",ANONYMOUS,Four Stars,Great product but does not have tilt LCD screen.
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150908,B00EH5UGR6,5,0,0,"on September 8, 2015",ANONYMOUS,Five Stars,Good camera in a good size.
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150908,B00EH5UGR6,5,0,0,"on September 8, 2015",ANONYMOUS,Nice,Love it. Very fast delivery
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150906,B00EH5UGR6,2,1,1,"on September 6, 2015",ANONYMOUS,"So Sorry, Sony","I picked up this camera on a lightning deal thinking it would be a good camera for my daughter.  She has a point and shoot, wants a digital SLR, but isn't the most careful when it comes to electronics.  Naturally, I am not willing to buy the DSLR until I see more maturity and care and I thought this camera would give her the chance to prove herself worthy of that kind of expense.  Unfortunately, my plan was a flop.<br /><br />I don't know if we got a bad one or there was a crummy bunch and that is why they were offered at such a discount what, but the resolution on the LCD screen was absolutely horrible.  The electronic viewfinder was only marginally better.  After spending 10-15 minutes making sure there were not some simple adjustments that needed to made, it was clear this was not a good choice so we immediately boxed it back up and returned it."
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150904,B00EH5UGR6,5,0,0,"on September 4, 2015",ANONYMOUS,Five Stars,Works great for the price!
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150902,B00EH5UGR6,5,0,0,"on September 2, 2015",ANONYMOUS,but I love it. takes GREAT,"still getting used to the camera,  this is all new to me.  but I love it.  takes GREAT pictures"
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150901,B00EH5UGR6,5,0,0,"on September 1, 2015",ANONYMOUS,Good camera!,"This camera is good enough for me! I'm not a professional photographer, just for fun!"
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150221,B00EH5UGR6,5,1,1,"on February 21, 2015",ANONYMOUS,This camera is just plain awesome. I've been messing with it for about 2 ...,"This camera is just plain awesome.  I've been messing with it for about 2 months now and I haven't even scratched the surface of all it's functions.  High quality pictures with the standard lens.  Macro's not that great, but you can always buy a different lens.  Glad I bought this camera."
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150219,B00EH5UGR6,5,0,1,"on February 19, 2015",ANONYMOUS,Five Stars,My wife loves her new camera
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150217,B00EH5UGR6,5,0,0,"on February 17, 2015",ANONYMOUS,Best Camara,This is the best camara i love it am using it for every thing and i got it fromm sppedy Mobile fast ship great condition like new. LOVEEEE IT. :)
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150209,B00EH5UGR6,5,0,0,"on February 9, 2015",ANONYMOUS,Five Stars,very good
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150128,B00EH5UGR6,5,0,0,"on January 28, 2015",ANONYMOUS,The Sony Alpha 3000 is exactly the camera I needed ...,"The Sony Alpha 3000 is exactly the camera I needed, with all the features I wanted and none of the &#34;fluff&#34;."
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150125,B00EH5UGR6,5,0,1,"on January 25, 2015",ANONYMOUS,Five Stars,"Love this camera , never had one like this , makes me feel like a pro"
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150124,B00EH5UGR6,5,0,0,"on January 24, 2015",ANONYMOUS,I love this camera I got it for my wife for ...,I love this camera I got it for my wife for Christmas but use it more then she does<br />I love the picture quality
Sony,Sony A3000 Mirrorless Digital Camera with 18-55mm Lens,20150123,B00EH5UGR6,5,0,0,"on January 23, 2015",ANONYMOUS,Five Stars,love it
