Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20151023,B00S4KXOQ0,5,0,0,"on October 23, 2015",ANONYMOUS,The one I've looking for! Love it,The picture cone out very good without skill.
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20151013,B00S4KXOQ0,5,0,0,"on October 13, 2015",ANONYMOUS,Great camera! Love the looks and the performance of ...,"Great camera! Love the looks and the performance of this product. It's not a professional level camera by any means, but for a hobbyist it more than meets my needs."
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150916,B00S4KXOQ0,5,0,0,"on September 16, 2015",ANONYMOUS,Impressive image quality for this price,"This is my first Fuji camera. I am very impressed with the image quality of this camera. Based on my research I think no other camera in this price range will give this impressive picture quality. I wish it has viewfinder (needed for outdoor when sunny), bit smaller so that I can keep in my coat pocket and remote for shutter control to take selfie pictures. But for the price and image quality I can live with these minor things. I am using this camera along with 58mm B+W RS-Pro UV haze filter."
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150915,B00S4KXOQ0,4,1,1,"on September 15, 2015",ANONYMOUS,Very good for Intermediate photography however,"Very good for Intermediate photography however, horrible for recording.<br />The camera is constantly autofocusing even when nothing moved or light changed. I can't seem to find a way to manually control it. Might have to get third party lense for that issue."
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150911,B00S4KXOQ0,5,0,1,"on September 11, 2015",ANONYMOUS,Five Stars,Good
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150722,B00S4KXOQ0,4,0,1,"on July 22, 2015",ANONYMOUS,Pretty good,"Bought it for my wife, she loves if because of its chic look and responsive focus."
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150715,B00S4KXOQ0,5,0,1,"on July 15, 2015",ANONYMOUS,Very happy with this camera,Very happy with this camera! The picture quality is beautiful . Very easy to use and perfect for beginners.
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150714,B00S4KXOQ0,5,0,1,"on July 14, 2015",ANONYMOUS,"Best portable","camera,you,can,buy,Amazing camera, the zoom is insane!"
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150702,B00S4KXOQ0,2,7,17,"on July 2, 2015",ANONYMOUS,I expected better from Fujifilm,"I've had this now for a few months.  To be honest and to give you my prospective, My main camera is a Nikon D800e, so I'm use to very nice images.  I bought this camera for travel since it is a lot less expensive, smaller and lighter.  Other than being less expensive, smaller and lighter I see no benefits to this camera.  My first disappointment was its lack of configuration.  If you shoot in auto mode then you will be shooting in JPG only.  In the other modes you can configure for RAW file format but the RAW file format used by Fuji is not supported by Adobe Lightroom.  You have to run them through a converter.  The lowest ISO you can choose in any of the menus is 200.  The lens that comes with it has an aperture that will only open to 3.5 so don't plan on getting any bokeh your shots.  And if you want a better lens expect to pay about $700+ for it.  Also, when you use the camera on a tripod or a strap that attaches to the tripod threads on the bottom you will not have access to your SD card or Battery.  You can't charge the battery in the camera, you have to remove it, put it in the charger and plug it in.  The image quality is slightly better than a point and shoot camera, but I've seen my wife take better pictures with her iPhone.  I would not buy this camera again."
Fujifilm,Fujifilm X-A2/XC16-50mmF3.5-5.6 II Silver Mirrorless Digital Camera with Lens Kit,20150514,B00S4KXOQ0,4,13,15,"on May 14, 2015",ANONYMOUS,Solid pick for getting into mirrorless photography with some classic style,"If you, like myself, are interested in mirrorless cameras, are just getting into photography, and like a classic look, this camera is hard to beat.  You can play with all number of settings in manual modes, or let the camera do the work for you in a few different auto modes.  Buttons are fairly instinctive and nicely placed, reading the manual, as usual, will help you learn what all the dials can do for you in each mode.  The camera with this kit lens isn't too heavy, I was able to carry it around on a neck strap tooling around town for many hours.  While this isn't the greatest lens in the world, it will let you start to play and you'll hone some skills before dropping some serious cash on a lens that suits exactly what style of photography you want to delve into.  I'm happy using this lens for general purpose, still better photographs than with my smart phone.  The camera size lends it to being carried around in a smaller camera bag, this is nice given the massive variety of bag options available that fit this camera."
